"country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"SouthKorea",1990,6.1,71.8,1.61,42972254,295601777215,"Asia","EasternAsia"
"Kuwait",1990,15.3,77.2,2.36,2058832,NA,"Asia","WesternAsia"
"KyrgyzRepublic",1990,54.1,66,3.86,4394502,2056603836,"Asia","CentralAsia"
"Lao",1990,111.1,51.5,6.15,4247839,950814576.1,"Asia","South-EasternAsia"
"Latvia",1990,16.6,69.6,1.92,2663985,10418900247,"Europe","NorthernEurope"
"Lebanon",1990,26.9,69.3,3,2703019,9041858848,"Asia","WesternAsia"
"Lesotho",1990,70.8,60.5,4.92,1597534,504361452.5,"Africa","SouthernAfrica"
"Liberia",1990,170.1,48.6,6.5,2102877,408433755.3,"Africa","WesternAfrica"
"Libya",1990,35.5,73.4,4.97,4398419,NA,"Africa","NorthernAfrica"
"Lithuania",1990,13.4,71.5,1.96,3697393,15866609805,"Europe","NorthernEurope"
"Luxembourg",1990,7.3,75.2,1.56,381787,12401289199,"Europe","WesternEurope"
"MacaoChina",1990,NA,75.36,1.69,359735,4688359395,"Asia","EasternAsia"
"MacedoniaFYR",1990,33,71.7,2.24,1996227,3932157068,"Europe","SouthernEurope"
"Madagascar",1990,98.1,56,6.26,11545782,3265591559,"Africa","EasternAfrica"
"Malawi",1990,142.5,48.8,7,9408998,1243020282,"Africa","EasternAfrica"
"Malaysia",1990,14.3,71.8,3.52,18211097,47206007492,"Asia","South-EasternAsia"
"Maldives",1990,68.2,66,6.1,223179,NA,"Asia","SouthernAsia"
"Mali",1990,130.6,50,7.06,8482075,1630136550,"Africa","WesternAfrica"
"Malta",1990,10,77.1,2.05,355707,2360417128,"Europe","SouthernEurope"
"Mauritania",1990,77.9,59.5,5.98,2023665,972444587.7,"Africa","WesternAfrica"
"Mauritius",1990,19.9,69.3,2.29,1055865,2726074033,"Africa","EasternAfrica"
"Mexico",1990,37.1,71.5,3.38,85609404,413325339981,"Americas","CentralAmerica"
"MicronesiaFed.Sts.",1990,43.4,64.3,4.96,96331,182117183.5,"Oceania","Micronesia"
"Moldova",1990,27.3,68.2,2.41,4364114,3618291734,"Europe","EasternEurope"
"Mongolia",1990,76.9,62.3,4.05,2184145,1139772298,"Asia","EasternAsia"
"Montenegro",1990,14.9,74.6,1.87,614999,NA,"Europe","SouthernEurope"
"Morocco",1990,63.1,67.7,4.06,24950128,29312116686,"Africa","NorthernAfrica"
"Mozambique",1990,159.7,51.5,6.24,13371971,2499025441,"Africa","EasternAfrica"
"Namibia",1990,49.6,61.7,5.23,1415447,2590637104,"Africa","SouthernAfrica"
"Nepal",1990,97.7,58.4,5.17,18741688,3375944079,"Asia","SouthernAsia"
"Netherlands",1990,6.8,77,1.62,14915139,281955594047,"Europe","WesternEurope"
"NewCaledonia",1990,NA,70.7,2.98,168537,2278525628,"Oceania","Melanesia"
"NewZealand",1990,9.2,75.6,2.4,3397534,38715939299,"Oceania","AustraliaandNewZealand"
"Nicaragua",1990,50.9,73.3,4.75,4144564,2820500756,"Americas","CentralAmerica"
"Niger",1990,138.1,47.2,7.76,7911884,1507000407,"Africa","WesternAfrica"
"Nigeria",1990,125.9,54.1,6.49,95617345,34977654923,"Africa","WesternAfrica"
"Norway",1990,7,76.6,1.93,4240375,116966569351,"Europe","NorthernEurope"
"Oman",1990,32,72.1,7.16,1812159,12652625161,"Asia","WesternAsia"
"Pakistan",1990,106.1,62.1,6.02,107607639,50248972481,"Asia","SouthernAsia"
"Panama",1990,25.7,74.9,3.08,2471010,7091896590,"Americas","CentralAmerica"
"PapuaNewGuinea",1990,65.3,56,4.8,4157903,2356852386,"Oceania","Melanesia"
"Paraguay",1990,37.1,74.2,4.54,4213740,5927581217,"Americas","SouthAmerica"
"Peru",1990,56.3,68.7,3.83,21826658,36090118317,"Americas","SouthAmerica"
"Philippines",1990,40.8,67.6,4.32,61947340,61098682100,"Asia","South-EasternAsia"
"Poland",1990,15.1,70.9,2.04,38195258,118170362822,"Europe","EasternEurope"
"Portugal",1990,11.5,74.2,1.54,9890319,87572065710,"Europe","SouthernEurope"
"PuertoRico",1990,NA,73.8,2.22,3517984,41057095700,"Americas","Caribbean"
"Qatar",1990,17.8,74.5,4.02,476478,NA,"Asia","WesternAsia"
"Romania",1990,31,70,1.81,23489361,43989597124,"Europe","EasternEurope"
"Russia",1990,21.9,69.2,1.89,147568552,385892318110,"Europe","EasternEurope"
"Rwanda",1990,93.2,50.5,7.27,7259740,1673246631,"Africa","EasternAfrica"
"St.Lucia",1990,18.7,70.2,3.4,138180,530024926.3,"Americas","Caribbean"
"St.VincentandtheGrenadines",1990,20.3,69.7,2.96,107509,291778284.6,"Americas","Caribbean"
"Samoa",1990,25.8,69.1,5.12,162865,192244188.6,"Oceania","Polynesia"
"SaudiArabia",1990,35.5,73.9,5.84,16361453,144127803750,"Asia","WesternAsia"
"Senegal",1990,70.3,57.8,6.63,7514201,3463277797,"Africa","WesternAfrica"
"Serbia",1990,24.5,72.5,2.11,9517670,10955579577,"Europe","SouthernEurope"
"Seychelles",1990,14.2,69.1,2.74,70627,395179106.9,"Africa","EasternAfrica"
"SierraLeone",1990,156.5,51.6,6.53,3931208,1014478061,"Africa","WesternAfrica"
"Singapore",1990,6.2,74.9,1.83,3016400,48105739109,"Asia","South-EasternAsia"
"SlovakRepublic",1990,15.6,71,2.04,5277709,28171611567,"Europe","EasternEurope"
"Slovenia",1990,8.8,73.7,1.47,2006520,16709399038,"Europe","SouthernEurope"
"SolomonIslands",1990,32.2,60.1,5.85,311849,340865987.8,"Oceania","Melanesia"
"SouthAfrica",1990,47.4,62,3.66,36793490,110944725837,"Africa","SouthernAfrica"
"Spain",1990,9.3,76.9,1.34,39192055,440391149059,"Europe","SouthernEurope"
"SriLanka",1990,18.1,70.5,2.48,17330817,9821725438,"Asia","SouthernAsia"
"Sudan",1990,79.9,58.9,6.15,20008804,7062040511,"Africa","NorthernAfrica"
"Suriname",1990,40.7,69.7,2.73,408276,833961022.2,"Americas","SouthAmerica"
"Swaziland",1990,56,60.7,5.74,862728,1139394803,"Africa","SouthernAfrica"
"Sweden",1990,5.8,77.6,2.14,8559107,201066288111,"Europe","NorthernEurope"
"Switzerland",1990,6.7,77.5,1.55,6673920,224773355504,"Europe","WesternEurope"
"Syria",1990,30.4,70.5,5.31,12451539,11771295229,"Asia","WesternAsia"
"Tajikistan",1990,85,65.3,5.18,5297286,2259516651,"Asia","CentralAsia"
"Tanzania",1990,100.4,55.2,6.21,25458208,7546708701,"Africa","EasternAfrica"
"Thailand",1990,30.3,71,2.11,56582824,79359850156,"Asia","South-EasternAsia"
"Timor-Leste",1990,132,58.5,5.34,740231,NA,"Asia","South-EasternAsia"
"Togo",1990,90.2,57.8,6.33,3786942,1042569469,"Africa","WesternAfrica"
"Tonga",1990,18.7,69.1,4.64,95152,142129676.4,"Oceania","Polynesia"
"TrinidadandTobago",1990,26.9,69.1,2.45,1221904,5970341068,"Americas","Caribbean"
"Tunisia",1990,44.3,71.8,3.54,8232797,13546848859,"Africa","NorthernAfrica"
"Turkey",1990,55.8,68.1,3.08,53994605,186641240190,"Asia","WesternAsia"
"Turkmenistan",1990,72.5,63.9,4.35,3668000,3820910722,"Asia","CentralAsia"
"Uganda",1990,111.4,50.7,7.09,17384369,3293065505,"Africa","EasternAfrica"
"Ukraine",1990,16.7,70,1.87,51370009,71953291930,"Europe","EasternEurope"
"UnitedArabEmirates",1990,14.1,70.6,4.39,1811458,66192081450,"Asia","WesternAsia"
"UnitedKingdom",1990,7.9,75.7,1.81,57110117,1108373235034,"Europe","NorthernEurope"
"UnitedStates",1990,9.4,75.4,2.07,252847810,7063943223309,"Americas","NorthernAmerica"
"Uruguay",1990,20.3,73,2.52,3109987,16335149465,"Americas","SouthAmerica"
"Uzbekistan",1990,58.8,67.8,4.18,20515248,14043652397,"Asia","CentralAsia"
"Vanuatu",1990,29.2,61.9,4.93,146633,194638259.6,"Oceania","Melanesia"
"Venezuela",1990,24.7,72.5,3.45,19861959,95263870747,"Americas","SouthAmerica"
"WestBankandGaza",1990,35.6,71.8,6.53,2101156,NA,"Asia","WesternAsia"
"Vietnam",1990,36.6,69.3,3.56,68209604,15017998194,"Asia","South-EasternAsia"
"Yemen",1990,88.7,58.5,8.67,11961099,5553970146,"Asia","WesternAsia"
"Zambia",1990,113.3,51.9,6.47,8143142,3027518592,"Africa","EasternAfrica"
"Zimbabwe",1990,51.2,63,5.18,10484771,5621937535,"Africa","EasternAfrica"
"Albania",2000,23.2,74.7,2.38,3121965,3686649387,"Europe","SouthernEurope"
"Algeria",2000,33.9,73.3,2.51,31183658,54790058957,"Africa","NorthernAfrica"
"Angola",2000,128.3,52.3,6.84,15058638,9129180361,"Africa","MiddleAfrica"
"AntiguaandBarbuda",2000,13.8,73.8,2.32,77648,802526700.6,"Americas","Caribbean"
"Argentina",2000,18,74.2,2.48,37057453,284203745280,"Americas","SouthAmerica"
"Armenia",2000,26.6,71.3,1.3,3076098,1911563665,"Asia","WesternAsia"
"Aruba",2000,NA,73.78,1.87,90858,1858659293,"Americas","Caribbean"
"Australia",2000,5.1,79.8,1.76,19107251,416887521196,"Oceania","AustraliaandNewZealand"
"Austria",2000,4.6,78.2,1.37,8050884,192070749954,"Europe","WesternEurope"
"Azerbaijan",2000,60.6,66.5,2.05,8117742,5272617196,"Asia","WesternAsia"
"Bahamas",2000,13,70.2,2.07,297891,6327552000,"Americas","Caribbean"
"Bahrain",2000,10.9,73.7,2.77,666855,7970690894,"Asia","WesternAsia"
"Bangladesh",2000,64.4,64.9,3.12,131280739,47124925462,"Asia","SouthernAsia"
"Barbados",2000,14.8,74,1.77,269838,2558850048,"Americas","Caribbean"
"Belarus",2000,11.4,68.1,1.23,9952055,12736856485,"Europe","EasternEurope"
"Belgium",2000,4.8,77.8,1.63,10268380,232672747374,"Europe","WesternEurope"
"Belize",2000,21.1,69,3.59,247312,832072464.7,"Americas","CentralAmerica"
"Benin",2000,89.3,57.2,5.98,6949366,2254838685,"Africa","WesternAfrica"
"Bhutan",2000,59,65.9,3.61,564187,427808817.3,"Asia","SouthernAsia"
"Bolivia",2000,58.8,67.6,4.14,8339512,8397858206,"Americas","SouthAmerica"
"BosniaandHerzegovina",2000,7.9,75.7,1.38,3792878,5505984456,"Europe","SouthernEurope"
"Botswana",2000,52.4,47.6,3.41,1736579,5632391130,"Africa","SouthernAfrica"
"Brazil",2000,28.1,70.7,2.36,175786441,644701831101,"Americas","SouthAmerica"
"Brunei",2000,7.6,75.9,2.4,330554,6001153318,"Asia","South-EasternAsia"
"Bulgaria",2000,17.9,71.6,1.18,8000510,12903546576,"Europe","EasternEurope"
"BurkinaFaso",2000,96.2,52.6,6.59,11607944,2610945549,"Africa","WesternAfrica"
"Burundi",2000,93.4,46.7,7.06,6767073,835334806.6,"Africa","EasternAfrica"
"Cambodia",2000,80.4,60,3.75,12197905,3654031716,"Asia","South-EasternAsia"
"Cameroon",2000,91.9,54.3,5.62,15927713,10075040331,"Africa","MiddleAfrica"
"Canada",2000,5.2,79.2,1.51,30701903,724918860683,"Americas","NorthernAmerica"
"CapeVerde",2000,29.1,68.4,3.7,438737,539227052.7,"Africa","WesternAfrica"
"CentralAfricanRepublic",2000,113.6,45.3,5.45,3726048,959413050.6,"Africa","MiddleAfrica"
"Chad",2000,105.7,51.5,7.35,8343321,1385050964,"Africa","MiddleAfrica"
"Chile",2000,9.2,77.3,2.09,15170387,75210511780,"Americas","SouthAmerica"
"China",2000,30.2,69.8,1.45,1269974572,1198474934199,"Asia","EasternAsia"
"Colombia",2000,21.2,73.3,2.64,40403959,100363791871,"Americas","SouthAmerica"
"Comoros",2000,72.7,62.1,5.32,547696,201900820.3,"Africa","EasternAfrica"
"CongoDem.Rep.",2000,107.4,54.3,7.09,48048664,4305797176,"Africa","MiddleAfrica"
"CongoRep.",2000,76.6,52.5,5.13,3109269,3219893817,"Africa","MiddleAfrica"
"CostaRica",2000,11.2,77.7,2.41,3925450,15946443261,"Americas","CentralAmerica"
"Coted'Ivoire",2000,99.5,52,5.38,16517948,10417006096,"Africa","WesternAfrica"
"Croatia",2000,7.1,74.2,1.44,4428069,21517784659,"Europe","SouthernEurope"
"Cuba",2000,6.5,76.2,1.63,11116787,30565200000,"Americas","Caribbean"
"Cyprus",2000,5.5,77.7,1.71,943287,9314937556,"Asia","WesternAsia"
"CzechRepublic",2000,5.6,75,1.13,10263010,58807244368,"Europe","EasternEurope"
"Denmark",2000,4.6,77.1,1.77,5338283,160082517846,"Europe","NorthernEurope"
"Djibouti",2000,79.7,60,4.47,722562,551230861.9,"Africa","EasternAfrica"
"DominicanRepublic",2000,33.3,73.3,2.89,8562623,23996656676,"Americas","Caribbean"
"Ecuador",2000,28.4,73.2,3.07,12628596,15941641913,"Americas","SouthAmerica"
"Egypt",2000,37,69.7,3.31,68334905,99838540997,"Africa","NorthernAfrica"
"ElSalvador",2000,26.8,71.9,2.93,5811836,13134147768,"Americas","CentralAmerica"
"EquatorialGuinea",2000,104.8,52.9,5.77,530896,1254223037,"Africa","MiddleAfrica"
"Eritrea",2000,58.3,37.6,5.94,3535156,633600000,"Africa","EasternAfrica"
"Estonia",2000,8.8,70.4,1.32,1399145,5675174662,"Europe","NorthernEurope"
"Ethiopia",2000,89.5,52.1,6.53,66443603,8179533779,"Africa","EasternAfrica"
"Fiji",2000,20.8,64.2,3.09,811223,1684109743,"Oceania","Melanesia"
"Finland",2000,3.5,77.8,1.73,5176482,121793808734,"Europe","NorthernEurope"
"France",2000,4.4,79.1,1.82,59387183,1326334899576,"Europe","WesternEurope"
"FrenchPolynesia",2000,NA,72.31,2.46,237267,3447543138,"Oceania","Polynesia"
"Gabon",2000,55.6,59.3,4.6,1231548,5067838984,"Africa","MiddleAfrica"
"Gambia",2000,63.3,63.6,5.92,1228863,786665264.2,"Africa","WesternAfrica"
"Georgia",2000,31.2,71.4,1.61,4743591,3057453461,"Asia","WesternAsia"
"Germany",2000,4.4,78.1,1.35,81895925,1886401326700,"Europe","WesternEurope"
"Ghana",2000,64.9,60,4.67,18824994,4977488790,"Africa","WesternAfrica"
"Greece",2000,6.9,78.6,1.27,10954032,124418164455,"Europe","SouthernEurope"
"Greenland",2000,NA,67.8,2.33,56174,1068024994,"Americas","NorthernAmerica"
"Grenada",2000,13.6,70.5,2.58,101620,519752999.7,"Americas","Caribbean"
"Guatemala",2000,39.9,68.8,4.8,11688660,19290566570,"Americas","CentralAmerica"
"Guinea",2000,103.1,54.2,5.94,8799165,3112362568,"Africa","WesternAfrica"
"Guinea-Bissau",2000,106.9,52.8,5.85,1315455,215455490.3,"Africa","WesternAfrica"
"Guyana",2000,37.2,64.2,2.59,742218,712667925.1,"Americas","SouthAmerica"
"Haiti",2000,75,58.7,4.3,8549202,3664503846,"Americas","Caribbean"
"Honduras",2000,30.5,70.5,4,6243080,7105541205,"Americas","CentralAmerica"
"HongKongChina",2000,NA,80.36,0.88,6783502,169121013113,"Asia","EasternAsia"
"Hungary",2000,9.7,71.8,1.31,10224113,46385589534,"Europe","EasternEurope"
"Iceland",2000,3.1,80.5,2.01,281214,8697298234,"Europe","NorthernEurope"
"India",2000,66.4,61.5,3.15,1053481072,474691627708,"Asia","SouthernAsia"
"Indonesia",2000,41.1,67.5,2.48,211540428,165021012262,"Asia","South-EasternAsia"
"Iran",2000,28.6,71.4,2.19,65850062,101286514977,"Asia","SouthernAsia"
"Iraq",2000,35.8,65.8,4.97,23574751,25857106736,"Asia","WesternAsia"
"Ireland",2000,5.9,77.8,1.95,3841574,97524453299,"Europe","NorthernEurope"
"Israel",2000,5.6,78.6,2.92,6013711,124895151203,"Asia","WesternAsia"
"Italy",2000,4.7,79.6,1.22,57147081,1104009462562,"Europe","SouthernEurope"
"Jamaica",2000,18.7,74.4,2.6,2600095,9008629729,"Americas","Caribbean"
"Japan",2000,3.3,81,1.32,125714674,4731198760271,"Asia","EasternAsia"
"Jordan",2000,23.2,73.4,4.05,4767476,8463892909,"Asia","WesternAsia"
"Kazakhstan",2000,37.5,64.9,1.92,14956769,18291990619,"Asia","CentralAsia"
"Kenya",2000,66.5,55.6,5.01,31065820,12691278914,"Africa","EasternAfrica"
"Kiribati",2000,53.2,59.8,3.88,84406,68239320.7,"Oceania","Micronesia"
"SouthKorea",2000,5.2,76.3,1.35,46206271,533384027729,"Asia","EasternAsia"
"Kuwait",2000,10.9,77.7,2.87,1929470,37718011469,"Asia","WesternAsia"
"KyrgyzRepublic",2000,41.6,65.9,2.67,4954850,1369691955,"Asia","CentralAsia"
"Lao",2000,83.2,56.1,4.19,5342879,1731198022,"Asia","South-EasternAsia"
"Latvia",2000,14.5,70.5,1.18,2371481,7833068425,"Europe","NorthernEurope"
"Lebanon",2000,17.1,75.9,2.23,3235380,17260364842,"Asia","WesternAsia"
"Lesotho",2000,84.1,50.7,4.09,1856225,745832990.1,"Africa","SouthernAfrica"
"Liberia",2000,123,55.8,5.88,2891968,529064646.7,"Africa","WesternAfrica"
"Libya",2000,24.2,74.8,3.05,5337264,33896600871,"Africa","NorthernAfrica"
"Lithuania",2000,9.6,72.1,1.34,3486373,11434200000,"Europe","NorthernEurope"
"Luxembourg",2000,3.9,78.5,1.7,436107,20269578036,"Europe","WesternEurope"
"MacaoChina",2000,NA,77.63,0.94,431907,6101794939,"Asia","EasternAsia"
"MacedoniaFYR",2000,14.2,72.9,1.68,2012051,3586883989,"Europe","SouthernEurope"
"Madagascar",2000,69.7,59.1,5.55,15744811,3877575177,"Africa","EasternAfrica"
"Malawi",2000,103.5,45.4,6.25,11193230,1743506520,"Africa","EasternAfrica"
"Malaysia",2000,8.7,73.3,2.83,23420751,93789736842,"Asia","South-EasternAsia"
"Maldives",2000,35.6,73,3.27,280384,624337143.6,"Asia","SouthernAsia"
"Mali",2000,116,53.5,6.84,11046926,2422469641,"Africa","WesternAfrica"
"Malta",2000,6.8,79.2,1.59,387180,3957418083,"Europe","SouthernEurope"
"Mauritania",2000,76.2,63.8,5.38,2711421,1293653473,"Africa","WesternAfrica"
"Mauritius",2000,16.4,71.4,1.99,1185143,4582562398,"Africa","EasternAfrica"
"Mexico",2000,21.6,74.6,2.66,102808590,581426421971,"Americas","CentralAmerica"
"MicronesiaFed.Sts.",2000,42.2,66.6,4.3,107430,233611434.4,"Oceania","Micronesia"
"Moldova",2000,26,68.6,1.57,4201088,1288420223,"Europe","EasternEurope"
"Mongolia",2000,48.2,62.5,2.14,2397438,1136896162,"Asia","EasternAsia"
"Montenegro",2000,12.5,73.3,1.82,613557,984279596.4,"Europe","SouthernEurope"
"Morocco",2000,42.2,71.5,2.7,28950553,37020609825,"Africa","NorthernAfrica"
"Mozambique",2000,115,52.3,5.78,18264536,4248747769,"Africa","EasternAfrica"
"Namibia",2000,49.4,54,4.03,1897953,3908501441,"Africa","SouthernAfrica"
"Nepal",2000,59.6,65.2,4.07,23740145,5494252208,"Asia","SouthernAsia"
"Netherlands",2000,5.1,78.1,1.72,15894016,385074626866,"Europe","WesternEurope"
"NewCaledonia",2000,NA,73.46,2.39,209997,2682347064,"Oceania","Melanesia"
"NewZealand",2000,6.1,78.4,1.98,3858234,51599748518,"Oceania","AustraliaandNewZealand"
"Nicaragua",2000,32.6,76,3.25,5026792,3936327817,"Americas","CentralAmerica"
"Niger",2000,101.1,52.4,7.73,11224523,1798365123,"Africa","WesternAfrica"
"Nigeria",2000,112,55.2,6.1,122876723,45983449593,"Africa","WesternAfrica"
"Norway",2000,4,78.6,1.85,4491572,168288531891,"Europe","NorthernEurope"
"Oman",2000,14.3,75.2,3.72,2239403,19867880550,"Asia","WesternAsia"
"Pakistan",2000,87.7,62.3,4.47,138250487,73952374970,"Asia","SouthernAsia"
"Panama",2000,21.9,76.5,2.82,3028751,11620500000,"Americas","CentralAmerica"
"PapuaNewGuinea",2000,58.3,57.5,4.51,5374051,3521348155,"Oceania","Melanesia"
"Paraguay",2000,27.7,74.2,3.68,5302703,7071265939,"Americas","SouthAmerica"
"Peru",2000,29.6,74.6,2.93,25914875,53290390318,"Americas","SouthAmerica"
"Philippines",2000,29.9,69.1,3.81,77932247,81026294681,"Asia","South-EasternAsia"
"Poland",2000,8.1,73.8,1.34,38486305,171276118424,"Europe","EasternEurope"
"Portugal",2000,5.5,76.8,1.47,10278542,117299520914,"Europe","SouthernEurope"
"PuertoRico",2000,NA,75.6,1.9,3796981,61701800000,"Americas","Caribbean"
"Qatar",2000,10.6,74.7,3.24,593453,17759889598,"Asia","WesternAsia"
"Romania",2000,23.2,71.1,1.27,22128139,37052636395,"Europe","EasternEurope"
"Russia",2000,19.7,65.1,1.2,146400951,259708496267,"Europe","EasternEurope"
"Rwanda",2000,109.2,49.2,5.9,8021875,1734921293,"Africa","EasternAfrica"
"St.Lucia",2000,15.2,72,2.31,156949,721059216.7,"Americas","Caribbean"
"St.VincentandtheGrenadines",2000,19.2,69.1,2.38,107897,397447006.7,"Americas","Caribbean"
"Samoa",2000,18.5,70.8,4.5,174614,245617503,"Oceania","Polynesia"
"SaudiArabia",2000,19.4,76.8,3.99,21392273,188441864875,"Asia","WesternAsia"
"Senegal",2000,68.5,59.7,5.56,9860578,4691828357,"Africa","WesternAfrica"
"Serbia",2000,10.9,72.1,1.64,9463306,6082791506,"Europe","SouthernEurope"
"Seychelles",2000,12.3,70.9,2.15,81154,614879764.8,"Africa","EasternAfrica"
"SierraLeone",2000,143.3,51.5,5.92,4060709,635876870.1,"Africa","WesternAfrica"
"Singapore",2000,3.1,78.3,1.6,3918183,95922652586,"Asia","South-EasternAsia"
"SlovakRepublic",2000,10.2,73.3,1.27,5386065,28724041828,"Europe","EasternEurope"
"Slovenia",2000,4.5,76.1,1.21,1988652,19979467790,"Europe","SouthernEurope"
"SolomonIslands",2000,27.4,61.7,4.72,412336,435101217.2,"Oceania","Melanesia"
"SouthAfrica",2000,54,56.4,2.87,44896856,132877648091,"Africa","SouthernAfrica"
"Spain",2000,5.4,79.2,1.22,40749800,580345494748,"Europe","SouthernEurope"
"SriLanka",2000,14,72.4,2.24,18783745,16330810304,"Asia","SouthernAsia"
"Sudan",2000,67.8,62.4,5.44,28079664,12366140066,"Africa","NorthernAfrica"
"Suriname",2000,30.2,69.7,2.74,480751,892164328.2,"Americas","SouthAmerica"
"Swaziland",2000,84,48.8,4.21,1063715,1524452437,"Africa","SouthernAfrica"
"Sweden",2000,3.4,79.7,1.56,8872284,247260155858,"Europe","NorthernEurope"
"Switzerland",2000,4.6,79.8,1.44,7165581,249918732455,"Europe","WesternEurope"
"Syria",2000,19.8,74.4,3.96,16354050,19325894913,"Asia","WesternAsia"
"Tajikistan",2000,74.3,65.8,3.95,6186152,860550294.3,"Asia","CentralAsia"
"Tanzania",2000,80.3,54.3,5.69,33991590,10185786171,"Africa","EasternAfrica"
"Thailand",2000,19.1,70.7,1.68,62693322,122725247706,"Asia","South-EasternAsia"
"Timor-Leste",2000,86.3,60.7,7.11,847185,316200000,"Asia","South-EasternAsia"
"Togo",2000,76.2,56.7,5.29,4874735,1294243543,"Africa","WesternAfrica"
"Tonga",2000,15.1,69.6,4.25,97898,188623258.5,"Oceania","Polynesia"
"TrinidadandTobago",2000,25.3,69.5,1.75,1267980,8154315708,"Americas","Caribbean"
"Tunisia",2000,26.3,75,2.11,9699192,21473261837,"Africa","NorthernAfrica"
"Turkey",2000,32.1,73.8,2.45,63240157,266567531990,"Asia","WesternAsia"
"Turkmenistan",2000,66.1,63.7,2.84,4501419,2904662605,"Asia","CentralAsia"
"Uganda",2000,90,49.1,6.87,23757636,6193246632,"Africa","EasternAfrica"
"Ukraine",2000,15.8,67.3,1.14,48746269,31261527363,"Europe","EasternEurope"
"UnitedArabEmirates",2000,9.6,73.3,2.64,3050128,104337375343,"Asia","WesternAsia"
"UnitedKingdom",2000,5.6,77.8,1.68,58867004,1477200786806,"Europe","NorthernEurope"
"UnitedStates",2000,7.1,76.9,2.05,282895741,9.8988e+12,"Americas","NorthernAmerica"
"Uruguay",2000,14.6,74.6,2.24,3321242,22823255806,"Americas","SouthAmerica"
"Uzbekistan",2000,52.7,67.6,2.74,24518222,13760374488,"Asia","CentralAsia"
"Vanuatu",2000,23.8,62.5,4.37,185058,272014693.1,"Oceania","Melanesia"
"Venezuela",2000,18.5,73.8,2.82,24481477,117147614566,"Americas","SouthAmerica"
"WestBankandGaza",2000,24.9,74.4,5.4,3223781,4113261233,"Asia","WesternAsia"
"Vietnam",2000,26.1,72,1.98,80285563,31172517272,"Asia","South-EasternAsia"
"Yemen",2000,69,62.4,6.36,17795219,9636342275,"Asia","WesternAsia"
"Zambia",2000,97.6,44.8,6.07,10585220,3237716325,"Africa","EasternAfrica"
"Zimbabwe",2000,63.5,47.9,4.07,12499981,6689957610,"Africa","EasternAfrica"
"Albania",2010,14.8,77.2,1.74,2901883,6137563946,"Europe","SouthernEurope"
"Algeria",2010,23.5,76,2.82,36036159,79164339611,"Africa","NorthernAfrica"
"Angola",2010,109.6,57.6,6.22,21219954,26125663270,"Africa","MiddleAfrica"
"AntiguaandBarbuda",2010,7.7,75.8,2.13,87233,836686777.1,"Americas","Caribbean"
"Argentina",2010,13,75.8,2.22,41222875,434405530244,"Americas","SouthAmerica"
"Armenia",2010,16.1,73,1.55,2963496,4102285513,"Asia","WesternAsia"
"Aruba",2010,NA,75.06,1.7,101597,NA,"Americas","Caribbean"
"Australia",2010,4.1,82,1.89,22162863,563049439185,"Oceania","AustraliaandNewZealand"
"Austria",2010,3.6,80.5,1.44,8391986,223954137424,"Europe","WesternEurope"
"Azerbaijan",2010,33.9,70.1,1.97,9099893,21230696679,"Asia","WesternAsia"
"Bahamas",2010,11.4,72.7,1.9,360830,6650151639,"Americas","Caribbean"
"Bahrain",2010,7.1,78.7,2.14,1261319,14178489076,"Asia","WesternAsia"
"Bangladesh",2010,39.2,68.8,2.28,151616777,82979485251,"Asia","SouthernAsia"
"Barbados",2010,13.6,75.2,1.84,279566,NA,"Americas","Caribbean"
"Belarus",2010,4.7,70.2,1.46,9492122,26002131603,"Europe","EasternEurope"
"Belgium",2010,3.6,80.1,1.84,10929978,267143096398,"Europe","WesternEurope"
"Belize",2010,16.3,71.2,2.8,321609,1221526439,"Americas","CentralAmerica"
"Benin",2010,71,60.8,5.1,9509798,3336801340,"Africa","WesternAfrica"
"Bhutan",2010,34.1,71.4,2.38,720246,961365501.9,"Asia","SouthernAsia"
"Bolivia",2010,36.8,71.8,3.36,9918245,12240412986,"Americas","SouthAmerica"
"BosniaandHerzegovina",2010,6.4,77.9,1.24,3835258,8209376700,"Europe","SouthernEurope"
"Botswana",2010,39.8,55.6,2.76,2047831,8408166868,"Africa","SouthernAfrica"
"Brazil",2010,14.8,73.6,1.84,198614208,919487274118,"Americas","SouthAmerica"
"Brunei",2010,7.7,77.1,2.05,393302,6871522907,"Asia","South-EasternAsia"
"Bulgaria",2010,11.2,73.7,1.49,7407297,19246713609,"Europe","EasternEurope"
"BurkinaFaso",2010,69.7,59,5.87,15632066,4655655008,"Africa","WesternAfrica"
"Burundi",2010,63.8,60.4,6.3,9461117,1158914103,"Africa","EasternAfrica"
"Cambodia",2010,36.7,67,2.97,14363586,7888819881,"Asia","South-EasternAsia"
"Cameroon",2010,66.2,57.8,5.02,20590666,13986616694,"Africa","MiddleAfrica"
"Canada",2010,4.9,81.3,1.63,34126173,872784483603,"Americas","NorthernAmerica"
"CapeVerde",2010,23.3,71.1,2.43,490379,971606714.9,"Africa","WesternAfrica"
"CentralAfricanRepublic",2010,101.7,47.9,4.63,4444973,1054122016,"Africa","MiddleAfrica"
"Chad",2010,93.6,55.8,6.6,11896380,3369354207,"Africa","MiddleAfrica"
